company,title,summary
"


        Wipro Limited
",Data Scientist- Analytics,"
Hands On With Statistical Modeling, Data Prep, Soft Skills, Visualization Experience, Domain, Process Experience, R, Python, SAS, SQL, Data Scientist – BDA,..."
"


        Luxoft
",Big Data Lead Analyst,"
The Lead Data Analyst supports the business and the Big Data Scientist in delivering valuable insights. The Big Data Analyst will have a strong overlap in skill..."
"


        King
",Graduate Data Analyst,"
Have some familiarity with dimensional modelling and building great data warehouse data models. Data modelling and ETL development:...."
"

    Babylon Health
",Data Analyst,"
A data scientist or analyst with experience in statistical and machine learning models, either academic or commercial...."
"


        Imperial College London
",Research Assistant,"
Overall we employ ~50 academic staff members, ~70 postdoctoral research scientists, ~170 PhD students, ~145 MSc students, and ~300 undergraduate students...."
"


        Teradata
",Data Scientist,"
The next step is to have a conversation with one or our leading data scientists, so you can gain a better understanding of the Data Scientist role within..."
"

    Salt Recruitment
",Data Scientist,"
Data Scientist, London. The Data Scientist, duties and key responsibilities:. Our ideal Data Scientist, will have the below skills and experience:...."
"

    Prime Insight
",Data Scientist - IT Services Provider,"
I am looking for Data Scientists to join a leading IT company that services multiple industries. Also Big data technology experience is desirable, such as..."
"


        BNP Paribas
",Quantitative Analyst,"
Who we are BNP Paribas is a leading global bank and a prominent international banking institution, operating in numerous locations worldwide and offering"
"

    AMS Contingent
",Data Scientist,"
Alongside developing new data products you will also maximise existing data assets and generate insight that shapes and informs key strategic and operational..."
"


        AKQA
",Global Head of Data Science,"
The ideal candidate brings great business acumen, technical depth with machine learning and scaled data systems experience, and the leadership capability to..."
"


        Avanade
",Data Scientist,"
Business-focused mind, the Data Scientist will come from a strong quantitative. Use machine learning and large-scale data mining techniques...."
"

    Miller Maxwell Ltd
",Machine Learning Research Engineer - Python - Unix - London,"
The role will also include the analysing of data to model features , and the formulating and implementing of machine learning models ...."
"


        Maxus
",Maxus | Junior Data Scientist,"
As a Junior Data Scientist, you will help us broaden our analytical capabilities, and find ways for the agency to work smarter...."
"

    LoyaltyLion
",Data Scientist,"
You’ll be leading the data analysis for LoyaltyLion. Helping us present this data in a visually appealing way...."
"

    Harnham
",DATA ENGINEER,"
Translating business queries into questions for Data Scientists. The ideal Data Engineer will be working alongside Data Scientists in order to deliver key..."
"

    Xcede Digital
","Data Scientist (R, Python, Google Big Query)","
Data Scientist (R, Python, Google Big Query). My client near Victoria is looking for a Data Scientist for an initial 8 month project...."
"


        Facebook
","Data Scientist, Marketing Science","
The ideal candidate will have a strong background in data science, research methods and statistics. Responsibilities Assess the validity and rigor of new data..."
"

    FRANKLIN FITCH RECRUITMENT LIMITED
",Data Scientist | Leading Quantitative Data Consultancy | Data Analytics,"
Data Scientist | Leading Quantitative Data Consultancy | Data Analytics. My client, an industry leading quantitative data analysis company are currently looking..."
"

    ThousandEyes
",Network Data Scientist,"
We are looking for an exceptional Data Scientist to apply big data analysis, data mining and advanced visualization techniques to massive volumes of data..."
"

    Farfetch
",Data Scientist,"
Knowledge of big data technologies such as Hadoop (Hive, Impala & Spark especially), visualisation (e.g. As a fast-growing fashion ecommerce business and one of..."
"


        The Boston Consulting Group
",Lead Knowledge Analyst - Data Visualization & Statistics,"
Data Visualization Specialists together with Data Engineers, Data Scientists, Scientific Modellers and Scientific Programmers as well Geospatial Analysts, are..."
"

    Siemens Public Limited Company
",Data Scientist,"
Communicate requirements for data sources to the data warehouse provider (Siemens in Germany) and work with them to validate the data once imported...."
"

    NatCen Social Research
",Survey Statistician,"
Some knowledge of survey methods and/or experience of applying statistics to survey data would be a distinct advantage. About the job...."
"

    Career Builder Construction Jobs
","Scala Developer SME - Spark, Akka, Machine Learning, Kafka","
Big Data, Hadoop, Hive, Spark, Hive, Impala, Cassandra. The successful candidate will work with the team to research and develop server side components to solve..."
"

    King.com
",Senior Data Scientist,"
We are looking for a talented and creative Data Scientist for our London studio. Our ideal candidate will have solid experience working as a Data Scientist in a..."
"


        JPMorgan Chase
",Quantitative Developer (VP) - Intelligent Solutions,"
Clearly define analytics (and work with data scientists to execute the analytics). Establish a grounding within the Big Data space and develop products based on..."
"


        Imperial College London
",Professor of Data Science,"
A world-leading data scientist is sought for this unique opportunity to take a leading role in the Data Science Institute (DSI) of Imperial College London...."
"


        Skyscanner
",Senior Data Scientist,"
As a Data Scientist at Skyscanner you can expect a wide variety of challenging Big Data projects enabling our engineering, marketing, growth and product teams..."
"

    Explore Recruitment Solutions
",Data Scientist,"
Data Scientist London Working up to £80K. My client who is well funded start up is seeking to hire a data scientist to lead their data science function...."
"

    Shelley Greenacre
",Computer Vision Researcher,"
You will be working within the existing data science team which has PhDs, data engineers and front-end developers...."
"

    Taylor Green Recruitment
",Data Scientist - Ecommerce Art Start Up - London,"
You will have at least 1 years experience within a data scientist role, and have strong interest in art and eCommerce...."
